21/12/07 09:05,0.32
21/12/07 09:05,0.33
21/12/07 09:05,0.26
21/12/07 09:05,0.28
22/8/07 08:40,0.13
22/8/07 08:40,0.14
22/8/07 08:40,0.13
22/8/07 08:40,0.14
23/11/07 08:40,0.38
23/11/07 08:40,0.41
23/11/07 08:40,0.38
23/11/07 08:40,0.43
26/9/07 08:45,0.31
26/9/07 08:45,0.29
26/9/07 08:45,0.32
26/9/07 08:45,0.31
28/1/07 10:40,0.29
28/1/07 10:40,0.23
28/1/07 10:40,0.23
28/1/07 10:40,0.24
6/7/07 08:40,0.25
6/7/07 08:40,0.25
6/7/07 08:40,0.25
6/7/07 08:40,0.22
8/5/07 08:35,0.48
8/5/07 08:35,0.49
8/5/07 08:35,0.39
8/5/07 08:35,0.4
21/12/07 09:26,0.32
21/12/07 09:26,0.35
21/12/07 09:26,0.44
21/12/07 09:26,0.47
22/8/07 09:34,0.16
22/8/07 09:34,0.16
22/8/07 09:34,0.15
22/8/07 09:34,0.15
23/11/07 09:35,0.5
23/11/07 09:35,0.45
23/11/07 09:35,0.42
23/11/07 09:35,0.37
26/9/07 09:32,0.2
26/9/07 09:32,0.22
26/9/07 09:32,0.2
26/9/07 09:32,0.18
28/1/07 14:40,0.28
28/1/07 14:40,0.3
28/1/07 14:40,0.3
28/1/07 14:40,0.29
6/7/07 09:25,0.23
6/7/07 09:25,0.21
6/7/07 09:25,0.2
6/7/07 09:25,0.26
8/5/07 09:35,0.35
8/5/07 09:35,0.34
8/5/07 09:35,0.35
8/5/07 09:35,0.32
21/12/07 10:20,0.46
21/12/07 10:20,0.48
21/12/07 10:20,0.54
21/12/07 10:20,0.53
22/8/07 09:34,0.16
22/8/07 09:34,0.12
22/8/07 09:34,0.12
22/8/07 09:34,0.1
23/11/07 10:20,0.32
23/11/07 10:20,0.33
23/11/07 10:20,0.26
23/11/07 10:20,0.28
26/9/07 10:26,0.17
26/9/07 10:26,0.19
26/9/07 10:26,0.17
26/9/07 10:26,0.19
28/1/07 18:10,0.4
28/1/07 18:10,0.42
28/1/07 18:10,0.44
28/1/07 18:10,0.46
28/5/07 10:25,0.27
28/5/07 10:25,0.24
28/5/07 10:25,0.26
28/5/07 10:25,0.23
6/7/07 10:20,0.29
6/7/07 10:20,0.25
6/7/07 10:20,0.39
6/7/07 10:20,0.4
